age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,income,region,net_capital,has_capital_activity,employment_type
45,Private,411273,7th to 8th Grade,Married (Civilian Spouse),Craft / Repair,Married,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
73,Local Government,143437,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,20,<=50K,US & Canada,0,0,Part_time
34,Private,357145,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Female,0,0,50,>50K,US & Canada,0,0,Overtime
31,Private,236861,College,Married (Civilian Spouse),Sales,Married,White,Male,0,0,55,>50K,US & Canada,0,0,Overtime
19,Private,53355,11th Grade,Never Married,Sales,Not-in-family,White,Male,0,0,12,<=50K,US & Canada,0,0,Part_time
25,Private,29106,College,Never Married,Other Service,Own-child,White,Female,0,0,50,<=50K,US & Canada,0,0,Overtime
38,Federal Government,213274,Associate's Degree (Vocational),Divorced,Craft / Repair,Unmarried,White,Female,6497,0,40,<=50K,US & Canada,6497,1,Full_time
39,Private,22463,Bachelor's Degree,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
23,Private,180497,Bachelor's Degree,Never Married,Technical Support,Own-child,Black,Female,0,0,32,<=50K,US & Canada,0,0,Part_time
49,Private,37306,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
33,Federal Government,137814,High School Graduate,Never Married,Other Service,Not-in-family,White,Male,0,0,32,<=50K,US & Canada,0,0,Part_time
21,Private,447488,5th to 6th Grade,Never Married,Machine Operator / Inspector,Other-relative,White,Male,0,0,38,<=50K,Latin America & Caribbean,0,0,Full_time
31,Private,220915,Associate's Degree (Vocational),Separated,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
23,Private,42251,Bachelor's Degree,Never Married,Executive / Managerial,Not-in-family,White,Female,0,0,45,<=50K,US & Canada,0,0,Full_time
34,Private,162312,Bachelor's Degree,Married (Civilian Spouse),Administrative / Clerical,Married,Asian-Pac-Islander,Male,0,0,40,<=50K,East Asia & Pacific,0,0,Full_time
25,Private,77698,High School Graduate,Never Married,Machine Operator / Inspector,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K,East Asia & Pacific,0,0,Full_time
39,Private,282951,High School Graduate,Never Married,Craft / Repair,Unmarried,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
52,Self-Employed (Incorporated),311259,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
63,Local Government,65479,9th Grade,Married (Civilian Spouse),Transport / Moving,Married,White,Male,7688,0,40,>50K,US & Canada,7688,1,Full_time
41,Private,277256,College,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
46,Private,312088,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,15024,0,38,>50K,US & Canada,15024,1,Full_time
53,Local Government,169719,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
25,,270276,9th Grade,Separated,,Not-in-family,White,Female,1055,0,40,<=50K,US & Canada,1055,1,Full_time
77,,172744,College,Married (Civilian Spouse),,Married,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
18,Private,96869,12th Grade,Never Married,Private House Service,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Private,237943,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
55,Private,119751,Master's Degree,Never Married,Executive / Managerial,Unmarried,Asian-Pac-Islander,Female,0,0,50,<=50K,East Asia & Pacific,0,0,Overtime
34,Private,236861,High School Graduate,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
80,Self-Employed (Not Incorporated),201092,High School Graduate,Married (Civilian Spouse),Other Service,Married,White,Male,0,0,30,<=50K,US & Canada,0,0,Part_time
34,Private,147215,Associate's Degree (Vocational),Divorced,Technical Support,Unmarried,White,Female,0,0,60,<=50K,US & Canada,0,0,Overtime
52,Private,152373,College,Married (Civilian Spouse),Technical Support,Married,White,Male,5013,0,40,<=50K,US & Canada,5013,1,Full_time
42,Private,227968,High School Graduate,Never Married,Other Service,Unmarried,Black,Female,0,0,28,<=50K,Latin America & Caribbean,0,0,Part_time
26,Private,362617,College,Never Married,Sales,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
31,Private,103435,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
25,Local Government,281412,High School Graduate,Never Married,Other Service,Own-child,White,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
55,Self-Employed (Not Incorporated),105239,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,2057,60,<=50K,US & Canada,-2057,1,Overtime
19,Private,230165,College,Never Married,Other Service,Own-child,White,Female,0,0,12,<=50K,US & Canada,0,0,Part_time
62,Self-Employed (Not Incorporated),177493,College,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,32,<=50K,US & Canada,0,0,Part_time
22,Federal Government,104443,College,Never Married,Administrative / Clerical,Own-child,White,Female,0,0,20,<=50K,US & Canada,0,0,Part_time
39,,110342,High School Graduate,Married (Civilian Spouse),,Married,White,Female,0,0,50,<=50K,US & Canada,0,0,Overtime
35,Private,143385,High School Graduate,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
28,Private,107189,High School Graduate,Married (Civilian Spouse),Sales,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
47,Private,212944,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,70,>50K,US & Canada,0,0,Overtime
44,State Government,138634,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
21,Private,99970,College,Never Married,Sales,Own-child,White,Male,0,0,15,<=50K,US & Canada,0,0,Part_time
35,Private,203717,Associate's Degree (Vocational),Never Married,Craft / Repair,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
24,Private,313956,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
28,Private,193868,Bachelor's Degree,Never Married,Technical Support,Own-child,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
21,Private,250939,College,Never Married,Machine Operator / Inspector,Other-relative,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
62,Federal Government,57629,College,Divorced,Technical Support,Not-in-family,Black,Male,4650,0,40,<=50K,US & Canada,4650,1,Full_time
39,Private,281768,High School Graduate,Never Married,Other Service,Not-in-family,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
30,State Government,260782,High School Graduate,Never Married,Other Service,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
72,Self-Employed (Not Incorporated),243769,Professional School,Never Married,Professional Specialty,Not-in-family,White,Male,0,1429,20,<=50K,US & Canada,-1429,1,Part_time
50,Private,109937,College,Married (Civilian Spouse),Executive / Managerial,Married,White,Female,0,0,50,<=50K,US & Canada,0,0,Overtime
28,Local Government,134890,Master's Degree,Never Married,Professional Specialty,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
29,Private,100293,College,Never Married,Professional Specialty,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
26,Private,132179,Bachelor's Degree,Never Married,Administrative / Clerical,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
27,Private,116372,Master's Degree,Never Married,Executive / Managerial,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
29,Private,255412,College,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,3103,0,40,>50K,US & Canada,3103,1,Full_time
61,,195789,High School Graduate,Married (Civilian Spouse),,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
29,Private,342400,10th Grade,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,25,<=50K,US & Canada,0,0,Part_time
21,,65481,College,Never Married,,Own-child,White,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
31,Private,169085,11th Grade,Married (Civilian Spouse),Sales,Married,White,Female,0,0,20,<=50K,US & Canada,0,0,Part_time
25,Private,177221,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,75,<=50K,US & Canada,0,0,Overtime
58,Private,65325,10th Grade,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
64,Private,118944,College,Married (Civilian Spouse),Executive / Managerial,Married,White,Female,0,0,40,>50K,US & Canada,0,0,Full_time
46,State Government,149337,Master's Degree,Never Married,Executive / Managerial,Not-in-family,White,Male,0,0,38,<=50K,US & Canada,0,0,Full_time
53,,237868,High School Graduate,Married (Civilian Spouse),,Married,White,Male,0,0,35,>50K,US & Canada,0,0,Full_time
19,Private,106183,High School Graduate,Never Married,Other Service,Own-child,Amer-Indian-Eskimo,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
42,Private,226388,High School Graduate,Divorced,Other Service,Not-in-family,Black,Male,0,0,52,<=50K,US & Canada,0,0,Overtime
18,Private,220754,11th Grade,Never Married,Handlers / Cleaners,Own-child,White,Male,0,0,24,<=50K,US & Canada,0,0,Part_time
58,Self-Employed (Incorporated),204021,Bachelor's Degree,Married (Civilian Spouse),Craft / Repair,Married,White,Male,15024,0,50,>50K,US & Canada,15024,1,Overtime
20,Private,347391,College,Never Married,Protective Service,Not-in-family,Black,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
35,Federal Government,413930,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
32,Private,174201,High School Graduate,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,38,>50K,US & Canada,0,0,Full_time
23,Private,145917,High School Graduate,Never Married,Handlers / Cleaners,Not-in-family,White,Female,0,0,25,<=50K,US & Canada,0,0,Part_time
31,Private,241797,College,Divorced,Technical Support,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
33,Private,265168,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,Black,Male,0,0,55,<=50K,US & Canada,0,0,Overtime
41,Private,171234,College,Never Married,Machine Operator / Inspector,Not-in-family,White,Female,0,0,48,<=50K,US & Canada,0,0,Overtime
22,Private,178452,High School Graduate,Never Married,Machine Operator / Inspector,Own-child,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
46,Private,157857,College,Married (Civilian Spouse),Protective Service,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
61,Federal Government,512864,College,Married (Civilian Spouse),Transport / Moving,Married,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
30,Private,296462,High School Graduate,Never Married,Executive / Managerial,Not-in-family,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
42,Private,171615,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,55,>50K,US & Canada,0,0,Overtime
63,Private,214071,10th Grade,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
26,Private,172421,College,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
42,Private,195488,10th Grade,Divorced,Administrative / Clerical,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
23,Private,316841,College,Married (Civilian Spouse),Other Service,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
25,Private,236267,High School Graduate,Never Married,Machine Operator / Inspector,Unmarried,White,Male,0,1590,40,<=50K,US & Canada,-1590,1,Full_time
30,Private,236543,9th Grade,Married (Civilian Spouse),Other Service,Married,White,Male,0,0,32,>50K,Latin America & Caribbean,0,0,Part_time
23,Private,318483,High School Graduate,Never Married,Sales,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
34,Self-Employed (Not Incorporated),163756,Associate's Degree (Vocational),Never Married,Farming / Fishing,Not-in-family,White,Male,27828,0,60,>50K,US & Canada,27828,1,Overtime
30,Private,238186,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Other-relative,White,Male,0,2057,48,<=50K,US & Canada,-2057,1,Overtime
39,Private,329980,College,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
30,Private,169269,11th Grade,Never Married,Handlers / Cleaners,Other-relative,White,Male,0,1721,38,<=50K,Latin America & Caribbean,-1721,1,Full_time
38,Local Government,34744,College,Divorced,Administrative / Clerical,Unmarried,White,Female,0,0,38,<=50K,US & Canada,0,0,Full_time
26,Private,98114,High School Graduate,Divorced,Executive / Managerial,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
20,Private,109667,College,Never Married,Handlers / Cleaners,Own-child,White,Male,0,0,16,<=50K,US & Canada,0,0,Part_time
33,Private,147430,High School Graduate,Married (Civilian Spouse),Administrative / Clerical,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
24,Private,224238,Bachelor's Degree,Never Married,Administrative / Clerical,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
42,Self-Employed (Incorporated),212894,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,60,>50K,US & Canada,0,0,Overtime
51,Self-Employed (Not Incorporated),136708,High School Graduate,Married (Civilian Spouse),Sales,Married,Asian-Pac-Islander,Male,3103,0,84,<=50K,East Asia & Pacific,3103,1,Overtime
56,Local Government,38573,Associate's Degree (Academic),Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
22,Private,197200,College,Never Married,Handlers / Cleaners,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
52,Self-Employed (Not Incorporated),182796,College,Married (Civilian Spouse),Farming / Fishing,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
44,Private,184527,Bachelor's Degree,Divorced,Executive / Managerial,Unmarried,White,Female,4934,0,45,>50K,US & Canada,4934,1,Full_time
34,Private,145231,High School Graduate,Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,4064,0,35,<=50K,US & Canada,4064,1,Full_time
51,Private,43354,College,Divorced,Craft / Repair,Not-in-family,White,Male,0,0,42,>50K,US & Canada,0,0,Full_time
20,,318865,College,Never Married,,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
19,Private,355712,College,Never Married,Sales,Not-in-family,White,Female,0,0,25,<=50K,US & Canada,0,0,Part_time
37,Private,98776,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
68,Private,257557,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,Black,Male,0,0,40,>50K,US & Canada,0,0,Full_time
22,Private,102258,College,Divorced,Protective Service,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
56,Self-Employed (Incorporated),170287,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
37,Private,243409,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
52,Private,55608,1st to 4th Grade,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
26,Private,248057,High School Graduate,Separated,Handlers / Cleaners,Own-child,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
33,Private,95530,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
45,Local Government,54038,Master's Degree,Divorced,Professional Specialty,Unmarried,White,Female,0,0,42,<=50K,US & Canada,0,0,Full_time
18,Private,161245,11th Grade,Never Married,Other Service,Own-child,White,Male,0,0,15,<=50K,US & Canada,0,0,Part_time
43,Self-Employed (Not Incorporated),388725,College,Married (Civilian Spouse),Farming / Fishing,Married,White,Male,0,0,60,>50K,US & Canada,0,0,Overtime
18,Private,228216,High School Graduate,Never Married,Handlers / Cleaners,Own-child,White,Male,0,0,20,<=50K,US & Canada,0,0,Part_time
20,,303121,College,Never Married,,Own-child,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
